Day,Data
25,-30
25.04167,-27.5
25.08333,-25.1
25.125,-27.3
25.16667,-22.4
25.20833,-23.7
25.25,-24.8
25.29167,-23.2
25.33333,-28
25.375,-27.9
25.41667,-27.4
25.45833,-27.3
25.5,-26.2
25.54167,-25.2
25.58333,-27.2
25.625,-26.6
25.66667,-23.1
25.70833,-23.7
25.75,-19.1
25.79167,-20.4
25.83333,-23.2
25.875,-24.3
25.91667,-22.2
25.95833,-26.1
26,-24.2
26.04167,-23.1
26.08333,-22.6
26.125,-19.6
26.16667,-18.5
26.20833,-18.3
26.25,-18.6
26.29167,-18.2
26.33333,-18.6
26.375,-21.6
26.41667,-23.1
26.45833,-22.6
26.5,-25.8
26.54167,-23.7
26.58333,-19.3
26.625,-20.9
26.66667,-23.9
26.70833,-24.6
26.75,-23.4
26.79167,-22.1
26.83333,-18.9
26.875,-25.1
26.91667,-23.4
26.95833,-21.9
27,-22.6
27.04167,-22
27.08333,-24.8
27.125,-26.8
27.16667,-28.5
27.20833,-24.9
27.25,-28
27.29167,-28.5
27.33333,-28.4
27.375,-27.1
27.41667,-28.2
27.45833,-27.9
27.5,-27.6
27.54167,-27.1
27.58333,-26.7
27.625,-26.5
27.66667,-26.3
27.70833,-26.4
27.75,-26.2
27.79167,-25.9
27.83333,-23.6
27.875,-24
27.91667,-22.7
27.95833,-22.3
28,-23.2
28.04167,-22.9
28.08333,-22.9
28.125,-22.1
28.16667,-22.4
28.20833,-20.3
28.25,-20.6
28.29167,-20.1
28.33333,-20.4
28.375,-20.4
28.41667,-20.1
28.45833,-20.4
28.5,-21.2
28.54167,-22
28.58333,-22
28.625,-23.6
28.66667,-23.9
28.70833,-25.8
28.75,-26.8
28.79167,-28
28.83333,-23.8
28.875,-21.7
28.91667,-20.6
28.95833,-23.6
29,-22.6
29.04167,-21.2
29.08333,-21
29.125,-20.6
29.16667,-20.9
29.20833,-22.1
29.25,-21.4
29.29167,-30.5
29.33333,-32.4
29.375,-30.4
29.41667,-26.5
29.45833,-26
29.5,-26.4
29.54167,-26.4
29.58333,-26.5
29.625,-26.2
29.66667,-27
29.70833,-28.1
29.75,-27.6
29.79167,-26.7
29.83333,-25.8
29.875,-27.1
29.91667,-24.6
29.95833,-31.1
30,-29.2
30.04167,-25.5
30.08333,-25.8
30.125,-26.5
30.16667,-25.3
30.20833,-28
30.25,-27.3
30.29167,-26.9
30.33333,-27.6
30.375,-27.8
30.41667,-27.2
30.45833,-27
30.5,-27.2
30.54167,-27.8
30.58333,-28.5
30.625,-28.2
30.66667,-27.8
30.70833,-28.9
30.75,-28.9
30.79167,-29.4
30.83333,-29.2
30.875,-27.7
30.91667,-26.6
30.95833,-27
31,-27.2
31.04167,-26.1
31.08333,-27
31.125,-29.5
31.16667,-31.1
31.20833,-31.1
31.25,-31.9
31.29167,-26.5
31.33333,-24.9
31.375,-31.5
31.41667,-28.5
31.45833,-30.4
31.5,-30.4
31.54167,-27.3
31.58333,-27.9
31.625,-29.6
31.66667,-30.5
31.70833,-26.3
31.75,-24
31.79167,-24.2
31.83333,-27.9
31.875,-30.1
31.91667,-30.4
31.95833,-21.4
32,-27.6
32.04167,-31.5
32.08333,-27.6
32.125,-27.9
32.16667,-25.9
32.20833,-25
32.25,-25.7
32.29167,-24.1
32.33333,-24.7
32.375,-24.5
32.41667,-23.7
32.45833,-27.6
32.5,-28
32.54167,-27.2
32.58333,-26.7
32.625,-24.7
32.66667,-24.8
32.70833,-22.4
32.75,-22.5
32.79167,-23.5
32.83333,-22.6
32.875,-23.9
32.91667,-23.6
32.95833,-25.2
33,-22.8
33.04167,-21.2
33.08333,-18.9
33.125,-18
33.16667,-16.2
33.20833,-17.1
33.25,-17.3
33.29167,-18
33.33333,-18.6
33.375,-18.4
33.41667,-17.6
33.45833,-17.3
33.5,-19
33.54167,-21.4
33.58333,-23.8
33.625,-24.3
33.66667,-24.3
33.70833,-24.3
33.75,-24.3
33.79167,-25
33.83333,-25.3
33.875,-24.3
33.91667,-23
33.95833,-22.7
34,-26.1
34.04167,-23.1
34.08333,-27.2
34.125,-25.5
34.16667,-24.7
34.20833,-24.5
34.25,-27.3
34.29167,-27.4
34.33333,-23.7
34.375,-26.3
34.41667,-24.8
34.45833,-21.8
34.5,-22.3
34.54167,-21.2
34.58333,-21.1
34.625,-22
34.66667,-22.5
34.70833,-22.8
34.75,-23.1
34.79167,-22.8
34.83333,-23.1
34.875,-23.6
34.91667,-24.7
34.95833,-23.7
35,-23.4
35.04167,-23.5
35.08333,-23.5
35.125,-23.9
35.16667,-24.4
35.20833,-23.9
35.25,-27.1
35.29167,-29.4
35.33333,-29.2
35.375,-31.8
35.41667,-33.3
35.45833,-34.2
35.5,-34.9
35.54167,-35.5
35.58333,-39
35.625,-36.5
35.66667,-33.3
35.70833,-36.8
35.75,-39.2
35.79167,-37.7
35.83333,-36
35.875,-34.7
35.91667,-38.5
35.95833,-40.2
36,-35.4
36.04167,-34.7
36.08333,-38.5
36.125,-36.8
36.16667,-37.2
36.20833,-33.6
36.25,-32.1
36.29167,-31
36.33333,-30.8
36.375,-31
36.41667,-30.9
36.45833,-31.3
36.5,-31.1
36.54167,-31.3
36.58333,-31.5
36.625,-31.6
36.66667,-31.4
36.70833,-31.8
36.75,-31.8
36.79167,-31.9
36.83333,-31.9
36.875,-31.9
36.91667,-32.3
36.95833,-32.8
37,-33
37.04167,-32.9
37.08333,-33
37.125,-33.2
37.16667,-33.6
37.20833,-34
37.25,-34.3
37.29167,-34.2
37.33333,-34.6
37.375,-34.8
37.41667,-36.1
37.45833,-35.1
37.5,-35
37.54167,-35.1
37.58333,-34.2
37.625,-34.3
37.66667,-34.3
37.70833,-34.8
37.75,-35.7
37.79167,-36.7
37.83333,-37.6
37.875,-35.5
37.91667,-35.6
37.95833,-35.7
38,-36.3
38.04167,-38.7
38.08333,-39.9
38.125,-37
38.16667,-36.5
38.20833,-34
38.25,-39
38.29167,-38.1
38.33333,-39.3
38.375,-36
38.41667,-38.6
38.45833,-39.5
38.5,-34.7
38.54167,-33.6
38.58333,-38
38.625,-37.6
38.66667,-40.7
38.70833,-35.7
38.75,-39.2
38.79167,-37.7
38.83333,-36.2
38.875,-36
38.91667,-34.4
38.95833,-33.4
39,-32.9
39.04167,-32.7
39.08333,-33.2
39.125,-33.3
39.16667,-33.1
39.20833,-32.8
39.25,-32.9
39.29167,-32.1
39.33333,-31.9
39.375,-31.8
39.41667,-31.4
39.45833,-31.4
39.5,-31.2
39.54167,-29.9
39.58333,-27.3
39.625,-25.4
39.66667,-25
39.70833,-25.6
39.75,-28
39.79167,-26.9
39.83333,-29.4
39.875,-30.4
39.91667,-30.5
39.95833,-30.2
40,-32
40.04167,-33.1
40.08333,-34.1
40.125,-34.2
40.16667,-34.7
40.20833,-35.2
40.25,-36.1
40.29167,-35.6
40.33333,-35
40.375,-35.1
40.41667,-36.4
40.45833,-37
40.5,-36.8
40.54167,-31.1
40.58333,-32.4
40.625,-30.6
40.66667,-32.7
40.70833,-32.1
40.75,-31.6
40.79167,-32
40.83333,-30.8
40.875,-32.4
40.91667,-31.2
40.95833,-31
41,-30.9
41.04167,-31.2
41.08333,-30.9
41.125,-30.1
41.16667,-34.1
41.20833,-31.6
41.25,-30.3
41.29167,-27.6
41.33333,-33.5
41.375,-32.2
41.41667,-32.2
41.45833,-35.5
41.5,-35.7
41.54167,-33.1
41.58333,-32.9
41.625,-40
41.66667,-37.8
41.70833,-33.5
41.75,-40.4
41.79167,-34.5
41.83333,-39.6
41.875,-37
41.91667,-35.9
41.95833,-43.4
42,-37.2
42.04167,-34
42.08333,-40.7
42.125,-34.7
42.16667,-35.6
42.20833,-36.2
42.25,-37.1
42.29167,-34
42.33333,-29.5
42.375,-30.7
42.41667,-30.2
42.45833,-38.8
42.5,-39.2
42.54167,-38.9
42.58333,-35.3
42.625,-32.9
42.66667,-31.5
42.70833,-34.9
42.75,-33.5
42.79167,-30.1
42.83333,-29.4
42.875,-28.7
42.91667,-30.1
42.95833,-33.5
43,-39.7
43.04167,-37.6
43.08333,-35.4
43.125,-35
43.16667,-34.9
43.20833,-32.2
43.25,-31.6
43.29167,-30.7
43.33333,-30.3
43.375,-32
43.41667,-33.7
43.45833,-32.3
43.5,-31.1
43.54167,-33.2
43.58333,-31.9
43.625,-37.9
43.66667,-33.8
43.70833,-28
43.75,-31.2
43.79167,-32.2
43.83333,-36.7
43.875,-32.8
43.91667,-33.9
43.95833,-32.3
44,-31.7
44.04167,-38.1
44.08333,-40.1
44.125,-35.7
44.16667,-35.5
44.20833,-43.7
44.25,-39
44.29167,-37.1
44.33333,-32.1
44.375,-30.1
44.41667,-32.6
44.45833,-34.8
44.5,-38.4
44.54167,-38.2
44.58333,-35.7
44.625,-33.9
44.66667,-34.3
44.70833,-37.4
44.75,-36.4
44.79167,-36.5
44.83333,-34.9
44.875,-31.5
44.91667,-28.4
44.95833,-28.5
45,-27.8
45.04167,-28.9
45.08333,-28.6
45.125,-28.3
45.16667,-27.3
45.20833,-28
45.25,-27.4
45.29167,-28.4
45.33333,-27.8
45.375,-28.9
45.41667,-31.1
45.45833,-33.8
45.5,-32.1
45.54167,-33.7
45.58333,-33.6
45.625,-33.8
45.66667,-34.1
45.70833,-32.7
45.75,-34.1
45.79167,-35.7
45.83333,-36.4
45.875,-36.1
45.91667,-35.9
45.95833,-37.1
46,-35.8
46.04167,-35.1
46.08333,-35.3
46.125,-35.9
46.16667,-37.2
46.20833,-37.6
46.25,-37.1
46.29167,-35.2
46.33333,-35.3
46.375,-34.7
46.41667,-34.6
46.45833,-37.6
46.5,-37.5
46.54167,-37
46.58333,-35.4
46.625,-35.1
46.66667,-34.5
46.70833,-35.1
46.75,-37
46.79167,-38.9
46.83333,-39
46.875,-38.4
46.91667,-37
46.95833,-34.7
47,-34.8
47.04167,-35.3
47.08333,-35
47.125,-35.1
47.16667,-35
47.20833,-34.5
47.25,-34.3
47.29167,-34.4
47.33333,-34.7
47.375,-36.4
47.41667,-33.9
47.45833,-34.2
47.5,-34.7
47.54167,-35.1
47.58333,-35
47.625,-35.2
47.66667,-34.3
47.70833,-34.4
47.75,-34.9
47.79167,-33.7
47.83333,-36
47.875,-34.4
47.91667,-33.1
47.95833,-34.9
48,-33.8
48.04167,-32.4
48.08333,-32.6
48.125,-34.2
48.16667,-33.4
48.20833,-33.1
48.25,-32.5
48.29167,-31.6
48.33333,-32.5
48.375,-32.3
48.41667,-32.4
48.45833,-31.6
48.5,-31.6
48.54167,-32.3
48.58333,-31.6
48.625,-33.3
48.66667,-33.2
48.70833,-34.6
48.75,-34.9
48.79167,-34.2
48.83333,-35.2
48.875,-35.5
48.91667,-36
48.95833,-37.1
49,-37.8
49.04167,-38.7
49.08333,-38
49.125,-37.3
49.16667,-36.3
49.20833,-36.3
49.25,-36.4
49.29167,-37.4
49.33333,-37
49.375,-37.7
49.41667,-35.6
49.45833,-36.1
49.5,-36.4
49.54167,-36.5
49.58333,-36.7
49.625,-37.6
49.66667,-38.9
49.70833,-38.8
49.75,-39.3
49.79167,-42.4
49.83333,-43.4
49.875,-41.5
49.91667,-44.1
49.95833,-41.9
50,-39.4
50.04167,-39.7
50.08333,-40.9
50.125,-39.3
50.16667,-39
50.20833,-36.9
50.25,-36.8
50.29167,-37.5
50.33333,-40.5
50.375,-36.6
50.41667,-36.7
50.45833,-38.6
50.5,-39.4
50.54167,-39.6
50.58333,-41.7
50.625,-43.3
50.66667,-43.2
50.70833,-42.1
50.75,-42.1
50.79167,-37.3
50.83333,-37.9
50.875,-37.5
50.91667,-36.6
50.95833,-34.5
51,-30.6
51.04167,-29.4
51.08333,-29.6
51.125,-28.9
51.16667,-29.8
51.20833,-27.8
51.25,-31.9
51.29167,-26.3
51.33333,-25.3
51.375,-29.6
51.41667,-32.6
51.45833,-31.9
51.5,-28.9
51.54167,-24.2
51.58333,-21.2
51.625,-29.8
51.66667,-27.9
51.70833,-25
51.75,-28.1
51.79167,-27.7
51.83333,-27
51.875,-27.1
51.91667,-27.1
51.95833,-27.3
52,-24.9
52.04167,-26.7
52.08333,-26.1
52.125,-26.4
52.16667,-25.7
52.20833,-28.7
52.25,-30.1
52.29167,-31
52.33333,-29.3
52.375,-29.8
52.41667,-27.1
52.45833,-14.9
52.5,-17.6
52.54167,-17
52.58333,-17
52.625,-14.5
52.66667,-15.8
52.70833,-15.8
52.75,-16.3
52.79167,-16.3
52.83333,-16.4
52.875,-17.4
52.91667,-16.6
52.95833,-17.6
53,-18.5
53.04167,-17.8
53.08333,-18
53.125,-18.5
53.16667,-20.9
53.20833,-23.6
53.25,-23.3
53.29167,-25.3
53.33333,-27.2
53.375,-27.7
53.41667,-27.3
53.45833,-26.5
53.5,-26.4
53.54167,-27.1
53.58333,-26.7
53.625,-27.6
53.66667,-27.2
53.70833,-27.8
53.75,-27.7
53.79167,-29
53.83333,-29.7
53.875,-31.5
53.91667,-30.9
53.95833,-31.8
54,-31.7
54.04167,-30.6
54.08333,-30.7
54.125,-27.9
54.16667,-25.1
54.20833,-29.9
54.25,-29.8
54.29167,-28.2
54.33333,-27.4
54.375,-26.5
54.41667,-25.9
54.45833,-25.6
54.5,-31.8
54.54167,-33.8
54.58333,-34
54.625,-35.4
54.66667,-37.3
54.70833,-27.8
54.75,-28.7
54.79167,-35.7
54.83333,-27
54.875,-25.8
54.91667,-26.4
54.95833,-28.2
55,-29.1
55.04167,-33
55.08333,-33.9
55.125,-28
55.16667,-31.2
55.20833,-31.9
55.25,-35.7
55.29167,-33.2
55.33333,-30.4
55.375,-27.5
55.41667,-28.3
55.45833,-29.7
55.5,-25
55.54167,-22.7
55.58333,-26.4
55.625,-26.8
55.66667,-22.7
55.70833,-22.4
55.75,-28.5
55.79167,-30.6
55.83333,-29.3
55.875,-26.9
55.91667,-20.5
55.95833,-21
56,-19.9
56.04167,-20.8
56.08333,-25.3
56.125,-20.8
56.16667,-23.4
56.20833,-18.2
56.25,-21
56.29167,-19.5
56.33333,-20.3
56.375,-18.6
56.41667,-21
56.45833,-21
56.5,-21.7
56.54167,-21.5
56.58333,-18.6
56.625,-17.6
56.66667,-17.3
56.70833,-17.3
56.75,-27.1
56.79167,-26.3
56.83333,-21.6
56.875,-19.7
56.91667,-20.4
56.95833,-18.8
57,-19.9
57.04167,-18.9
57.08333,-17.7
57.125,-17.7
57.16667,-18.4
57.20833,-16.6
57.25,-16.3
57.29167,-17.2
57.33333,-17.2
57.375,-17.4
57.41667,-16.8
57.45833,-16.3
57.5,-17.5
57.54167,-22.2
57.58333,-21.2
57.625,-19.8
57.66667,-18.5
57.70833,-17.1
57.75,-18.4
57.79167,-20.6
57.83333,-19.2
57.875,-19.1
57.91667,-20.9
57.95833,-19.6
58,-20.2
58.04167,-18.6
58.08333,-18
58.125,-18.6
58.16667,-19.7
58.20833,-18.2
58.25,-18.4
58.29167,-19.6
58.33333,-19.6
58.375,-19.9
58.41667,-18.5
58.45833,-16.7
58.5,-16.3
58.54167,-17.1
58.58333,-18.9
58.625,-18.3
58.66667,-14.3
58.70833,-17.3
58.75,-18.5
58.79167,-19.1
58.83333,-19.5
58.875,-17.9
58.91667,-18.6
58.95833,-19.5
59,-20.2
59.04167,-23.1
59.08333,-21.5
59.125,-23.5
59.16667,-25
59.20833,-24.9
59.25,-24.6
59.29167,-24.9
59.33333,-27
59.375,-25.1
59.41667,-25
59.45833,-27.4
59.5,-25.5
59.54167,-25.8
59.58333,-26.2
59.625,-23.7
59.66667,-24.5
59.70833,-27.8
59.75,-30.9
59.79167,-27.9
59.83333,-29.6
59.875,-29.4
59.91667,-29.9
59.95833,-29.6
60,-28.6
60.04167,-28.1
60.08333,-28.8
60.125,-30.4
60.16667,-30.5
60.20833,-34.7
60.25,-32.2
60.29167,-22.4
60.33333,-22.7
60.375,-22.9
60.41667,-22.2
60.45833,-21.8
60.5,-21.1
60.54167,-20.8
60.58333,-21.1
60.625,-22.1
60.66667,-18.9
60.70833,-19.7
60.75,-20.3
60.79167,-18.2
60.83333,-17.4
60.875,-15.5
60.91667,-15.1
60.95833,-12
61,-11.6
61.04167,-10.5
61.08333,-12.7
61.125,-14.3
61.16667,-17.8
61.20833,-16.3
61.25,-18.1
61.29167,-18.4
61.33333,-22.6
61.375,-19
61.41667,-16.1
61.45833,-15.8
61.5,-13.9
61.54167,-14.1
61.58333,-14.5
61.625,-14.7
61.66667,-16.4
61.70833,-19.1
61.75,-21.2
61.79167,-22
61.83333,-22.7
61.875,-22.8
61.91667,-21.7
61.95833,-20
62,-19.2
62.04167,-20.2
62.08333,-23.6
62.125,-23.2
62.16667,-21.4
62.20833,-19.7
62.25,-22.5
62.29167,-24.3
62.33333,-23.5
62.375,-24.7
62.41667,-23.8
62.45833,-21.4
62.5,-19.5
62.54167,-25.3
62.58333,-25.6
62.625,-25.7
62.66667,-23
62.70833,-22.5
62.75,-17.8
62.79167,-17.5
62.83333,-23.9
62.875,-25.2
62.91667,-23.8
62.95833,-25.4
63,-23.8
63.04167,-25.9
63.08333,-21.4
63.125,-22.5
63.16667,-22
63.20833,-24.3
63.25,-22.9
63.29167,-22.1
63.33333,-20.5
63.375,-19.3
63.41667,-24.1
63.45833,-29.5
63.5,-25.9
63.54167,-23.6
63.58333,-17.5
63.625,-16.4
63.66667,-16.8
63.70833,-17.7
63.75,-24.9
63.79167,-24.2
63.83333,-23.3
63.875,-24.7
63.91667,-23.5
63.95833,-23.5
64,-23.4
64.04167,-22
64.08333,-24.1
64.125,-25.3
64.16667,-22.6
64.20833,-20.2
64.25,-20.1
64.29167,-21
64.33333,-22.4
64.375,-24.6
64.41667,-25.8
64.45833,-20.9
64.5,-20.7
64.54167,-21.7
64.58333,-20.2
64.625,-18.7
64.66667,-19.4
64.70833,-19.8
64.75,-19.8
64.79167,-17.9
64.83333,-17
64.875,-17.8
64.91667,-18.4
64.95833,-17.9
65,-17.5
65.04167,-19.7
65.08333,-16.4
65.125,-18.3
65.16667,-17.3
65.20833,-18.9
65.25,-20.1
65.29167,-23.3
65.33333,-23.2
65.375,-22.3
65.41667,-19.8
65.45833,-21.9
65.5,-23.8
65.54167,-28.6
65.58333,-31.8
65.625,-29.2
65.66667,-27.8
65.70833,-28.2
65.75,-28.4
65.79167,-25.5
65.83333,-26.7
65.875,-23.8
65.91667,-22.4
65.95833,-22.1
66,-22.1
66.04167,-21.4
66.08333,-21
66.125,-20.3
66.16667,-19.8
66.20833,-18
66.25,-16.9
66.29167,-16.2
66.33333,-16.3
66.375,-14.3
66.41667,-13.6
66.45833,-15
66.5,-15.4
66.54167,-15.1
66.58333,-15.1
66.625,-14.2
66.66667,-14.3
66.70833,-13.8
66.75,-13.4
66.79167,-13.4
66.83333,-13.5
66.875,-13.5
66.91667,-13.4
66.95833,-13.4
67,-13.3
67.04167,-13.4
67.08333,-13.1
67.125,-12.7
67.16667,-12.5
67.20833,-12
67.25,-12.2
67.29167,-11.8
67.33333,-11.9
67.375,-11.8
67.41667,-11.8
67.45833,-11.9
67.5,-11.4
67.54167,-11.2
67.58333,-11.1
67.625,-11.3
67.66667,-10.8
67.70833,-11.3
67.75,-11.3
67.79167,-11.4
67.83333,-10.8
67.875,-10.9
67.91667,-10.9
67.95833,-11.3
68,-11.1
68.04167,-12
68.08333,-11.7
68.125,-12.3
68.16667,-13
68.20833,-13.4
68.25,-14.4
68.29167,-14.5
68.33333,-14.8
68.375,-14.3
68.41667,-15
68.45833,-15.5
68.5,-16.5
68.54167,-18
68.58333,-18.2
68.625,-18.4
68.66667,-18.7
68.70833,-18.6
68.75,-18.5
68.79167,-18.2
68.83333,-18.6
68.875,-18.3
68.91667,-19
68.95833,-20.4
69,-20.4
69.04167,-20.5
69.08333,-20.3
69.125,-20.9
69.16667,-20.9
69.20833,-20.2
69.25,-19.8
69.29167,-19.8
69.33333,-20.8
69.375,-21.3
69.41667,-20.5
69.45833,-20.4
69.5,-23.5
69.54167,-24.1
69.58333,-25.8
69.625,-27.1
69.66667,-25.6
69.70833,-27.2
69.75,-27
69.79167,-27.5
69.83333,-24.6
69.875,-20.7
69.91667,-23.8
69.95833,-27.6
70,-24.3
70.04167,-23.5
70.08333,-23.7
70.125,-23.5
70.16667,-22.8
70.20833,-23.1
70.25,-23.6
70.29167,-23.5
70.33333,-22.4
70.375,-21.4
70.41667,-21.2
70.45833,-22
70.5,-24
70.54167,-24.9
70.58333,-24.7
70.625,-25.4
70.66667,-26.6
70.70833,-27.2
70.75,-26.9
70.79167,-27.3
70.83333,-28.3
70.875,-28.5
70.91667,-27.7
70.95833,-28
71,-28.3
71.04167,-28.4
71.08333,-27.8
71.125,-28.1
71.16667,-29.4
71.20833,-28.7
71.25,-26.5
71.29167,-34.4
71.33333,-33.5
71.375,-25.6
71.41667,-32.4
71.45833,-29.9
71.5,-28.1
71.54167,-27.8
71.58333,-27.8
71.625,-25.3
71.66667,-24.8
71.70833,-34.9
71.75,-31.7
71.79167,-31.9
71.83333,-35.5
71.875,-35.1
71.91667,-31.2
71.95833,-29
72,-28.4
72.04167,-26.4
72.08333,-33.9
72.125,-30.2
72.16667,-30.1
72.20833,-31
72.25,-32.9
72.29167,-29.7
72.33333,-31.4
72.375,-30.8
72.41667,-30.1
72.45833,-28.6
72.5,-29.3
72.54167,-36.6
72.58333,-34.6
72.625,-30.1
72.66667,-26.6
72.70833,-26.3
72.75,-28.8
72.79167,-26.5
72.83333,-31.4
72.875,-29.6
72.91667,-30
72.95833,-30.5
73,-30.1
73.04167,-27.5
73.08333,-27
73.125,-29.1
73.16667,-28.3
73.20833,-33.9
73.25,-30.7
73.29167,-31.8
73.33333,-38
73.375,-32.1
73.41667,-35.2
73.45833,-35.3
73.5,-34.2
73.54167,-37.2
73.58333,-32.3
73.625,-27.3
73.66667,-31.9
73.70833,-21.9
73.75,-20.6
73.79167,-18.3
73.83333,-19.6
73.875,-19
73.91667,-20.1
73.95833,-21.1
74,-19.2
74.04167,-19.4
74.08333,-19.4
74.125,-20.6
74.16667,-19.9
74.20833,-20.1
74.25,-19.5
74.29167,-22.5
74.33333,-26.3
74.375,-26
74.41667,-29.3
74.45833,-30.5
74.5,-31.1
74.54167,-31.7
74.58333,-31
74.625,-29.8
74.66667,-28.2
74.70833,-28.3
74.75,-28
74.79167,-27.1
74.83333,-28
74.875,-27.7
74.91667,-26.3
74.95833,-27.2
75,-26.5
75.04167,-26.9
75.08333,-26.9
75.125,-27
75.16667,-25.8
75.20833,-26.2
75.25,-25
75.29167,-30.6
75.33333,-31
75.375,-30.1
75.41667,-29
75.45833,-30.4
75.5,-27.9
75.54167,-29.9
75.58333,-29.6
75.625,-30.5
75.66667,-30.6
75.70833,-31.6
75.75,-31.8
75.79167,-30.1
75.83333,-29.4
75.875,-32
75.91667,-30
75.95833,-28.8
76,-29.3
76.04167,-26.4
76.08333,-30.4
76.125,-28.9
76.16667,-28.7
76.20833,-29.1
76.25,-30.8
76.29167,-30.3
76.33333,-30.1
76.375,-30.8
76.41667,-30.4
76.45833,-31.7
76.5,-31.5
76.54167,-27.1
76.58333,-27.4
76.625,-30.7
76.66667,-32.6
76.70833,-33.5
76.75,-33.4
76.79167,-30.8
76.83333,-29.9
76.875,-32.2
76.91667,-26.7
76.95833,-25.6
77,-28.5
77.04167,-30.1
77.08333,-24.5
77.125,-24.2
77.16667,-23.2
77.20833,-26.5
77.25,-28.6
77.29167,-26.1
77.33333,-24
77.375,-28.7
77.41667,-26.9
77.45833,-27.6
77.5,-32.4
77.54167,-29.2
77.58333,-25.5
77.625,-22.2
77.66667,-21.9
77.70833,-26.7
77.75,-27.7
77.79167,-27.4
77.83333,-27.4
77.875,-27.6
77.91667,-26.5
77.95833,-25.9
78,-25.6
78.04167,-26.1
78.08333,-26.1
78.125,-28.3
78.16667,-30.2
78.20833,-31.6
78.25,-30.9
78.29167,-30.5
78.33333,-29.8
78.375,-29.8
78.41667,-28.2
78.45833,-27.6
78.5,-27.2
78.54167,-26.8
78.58333,-26.1
78.625,-25.6
78.66667,-25.6
78.70833,-24.5
78.75,-25.4
78.79167,-24.7
78.83333,-23
78.875,-21.1
78.91667,-17.9
78.95833,-17.9
79,-13.3
79.04167,-21.8
79.08333,-24
79.125,-25.1
79.16667,-25.7
79.20833,-26.5
79.25,-26.8
79.29167,-27
79.33333,-26.4
79.375,-26.1
79.41667,-26.8
79.45833,-26.3
79.5,-25.2
79.54167,-25.8
79.58333,-25.7
79.625,-23.9
79.66667,-23.4
79.70833,-21.2
79.75,-19.5
79.79167,-19.6
79.83333,-20.2
79.875,-18.7
79.91667,-17.4
79.95833,-19.6
80,-17.3
80.04167,-17.3
80.08333,-16.1
80.125,-17.5
80.16667,-16.9
80.20833,-18.9
80.25,-20.1
80.29167,-21.2
80.33333,-22
80.375,-21.6
80.41667,-19.9
80.45833,-26.1
80.5,-22.6
80.54167,-22.7
80.58333,-21.7
80.625,-24.9
80.66667,-25.8
80.70833,-25.1
80.75,-27.8
80.79167,-25.8
80.83333,-28.6
80.875,-31.7
80.91667,-28.3
80.95833,-27.6
81,-23.8
81.04167,-23.8
81.08333,-23.2
81.125,-21.3
81.16667,-25.7
81.20833,-21.5
81.25,-21.8
81.29167,-24.4
81.33333,-23.8
81.375,-23.9
81.41667,-24.7
81.45833,-24.7
81.5,-24.6
81.54167,-24.3
81.58333,-23.5
81.625,-22.8
81.66667,-23.6
81.70833,-22.9
81.75,-20.2
81.79167,-20.7
81.83333,-20.2
81.875,-20
81.91667,-19.8
81.95833,-19.3
82,-19.4
82.04167,-19.7
82.08333,-19.6
82.125,-17.7
82.16667,-21.8
82.20833,-23.3
82.25,-21.2
82.29167,-21.7
82.33333,-22.5
82.375,-23.7
82.41667,-26
82.45833,-23.2
82.5,-26.3
82.54167,-28.8
82.58333,-25.3
82.625,-29
82.66667,-27.4
82.70833,-24.8
82.75,-24.7
82.79167,-26.2
82.83333,-27
82.875,-26.5
82.91667,-26.9
82.95833,-25.4
83,-24.5
83.04167,-23.9
83.08333,-22.9
83.125,-21.7
83.16667,-21.3
83.20833,-22.9
83.25,-23.8
83.29167,-25.6
83.33333,-25.3
83.375,-25.2
83.41667,-26.1
83.45833,-25.6
83.5,-26.1
83.54167,-26.1
83.58333,-26.2
83.625,-25.5
83.66667,-25.8
83.70833,-25.1
83.75,-24.7
83.79167,-24.5
83.83333,-24.3
83.875,-24.5
83.91667,-24.6
83.95833,-23.7
84,-24.9
84.04167,-28.7
84.08333,-29.2
84.125,-27.7
84.16667,-27.3
84.20833,-28.2
84.25,-28.3
84.29167,-28.7
84.33333,-30.5
84.375,-30.6
84.41667,-31.1
84.45833,-29.3
84.5,-29.3
84.54167,-29.1
84.58333,-29.2
84.625,-29.2
84.66667,-29.7
84.70833,-29.4
84.75,-29.1
84.79167,-29.1
84.83333,-28.9
84.875,-28.9
84.91667,-28.7
84.95833,-28.6
85,-28.3
85.04167,-28.5
85.08333,-28.7
85.125,-28.6
85.16667,-29.1
85.20833,-29.5
85.25,-31
85.29167,-31.5
85.33333,-31.3
85.375,-31.6
85.41667,-31.3
85.45833,-31.4
85.5,-31.9
85.54167,-32.6
85.58333,-31.7
85.625,-31.2
85.66667,-31.8
85.70833,-31.2
85.75,-31.6
85.79167,-30.9
85.83333,-31
85.875,-31.3
85.91667,-31.3
85.95833,-30.9
86,-30.7
86.04167,-30.9
86.08333,-31.4
86.125,-33.2
86.16667,-32.5
86.20833,-31.5
86.25,-31.4
86.29167,-31.1
86.33333,-31.5
86.375,-33
86.41667,-34.6
86.45833,-35.6
86.5,-35.5
86.54167,-37.6
86.58333,-36.2
86.625,-38.7
86.66667,-38.5
86.70833,-36.8
86.75,-38.5
